identificacion,corte_mes,saldo
AERG7GPQIBQXOGOHX,2023-11-30,6194285
0TTW5R9RRCJ0A9E5F,2023-09-30,2768627
YVS0D5GU52ULP7YLI,2024-07-31,3178641
7MQU99ZO49YXI2EDE,2023-08-31,686066
A4JYPUIFCGXQSH8XL,2024-09-30,2515533
4M67RWDJ0PY180OMY,2024-05-31,4521422
DLRDFJ40BGVP9H10W,2024-03-31,702687
5VVHS1PF81H0K03QN,2024-11-30,3040434
Z8WH1L99SI8KI6NIV,2024-05-31,6981271
1LFTDYT2H0I9ZG3S8,2023-07-31,562967
FQJP2PBU50DG45YX3,2023-07-31,5199864
QNCADSU9WB6X6JEXE,2023-06-30,3167407
FBMRRTAV36KC40D1Z,2024-08-31,3880620
FQJP2PBU50DG45YX3,2023-01-31,5028988
J899WRG0VOOF1WON0,2023-01-31,6407230
FA2OC6FGIMI4S37PU,2023-09-30,6296054
MGD1S17DROU71KI80,2023-06-30,3946919
RVDHIRC8T2IA2OUOW,2024-09-30,299184
DWJ0GFUKS12L7Y0G9,2023-05-31,6622448
73LDIXZVJOQFRMHNZ,2024-06-30,5984884
V2NG3GK779G8J7A0S,2024-12-31,3240430
R7Q4Z9AULIORDJQ9D,2024-07-31,125433
5P7TLU9HROJCCH8XF,2023-02-28,2310373
V4LNPTIOKCV53PIHE,2024-11-30,5503322
VNTN2FOUQHBSVRLKZ,2023-02-28,475782
IC9TR053SOF1562RK,2024-09-30,1251676
FBMRRTAV36KC40D1Z,2023-10-31,5625940
ZBRHGSC2D0501QLTX,2024-08-31,851105
IAXUMLO4Y4HXEEHHC,2023-11-30,6775413
5SKDNN35BDFYCRZ3T,2023-05-31,6458234
OCCKGZM8DIZCYX3CJ,2024-02-29,6620027
9F27PNL29KIWUI8V1,2024-07-31,2230956
9NWFWJ38XN31WBFXG,2024-06-30,1383115
OL2AN4Q8PF7T5DNJA,2024-05-31,2665185
3PS05CCLIJVJ8J2KT,2023-07-31,5919343
KUD4O3VLEGN7O0D3B,2023-02-28,2117398
9G2XZ3XNAY7J6KTJN,2024-08-31,5808647
IHBDM8XWHP0LUZ7NR,2023-07-31,373690
0TTW5R9RRCJ0A9E5F,2024-02-29,284983
MUIZHHC8NUPU3856X,2023-03-31,3284625
E0ZB60NF3G5K4VREU,2023-08-31,6964031
9DQS2WEXYFKHTNXUB,2024-02-29,702604
D7UUQ6CP4DWYGZF0Z,2024-03-31,1793847
VU97XYAGZZS7LOG4E,2023-07-31,714835
F5AUCVPQMIXFMLKNY,2024-11-30,1487804
XEVZL0LOYONKMBWZY,2024-12-31,6704855
VHX791SAUG7W7R63P,2024-04-30,2925547
LMHCV45KAJNLAV6CI,2023-02-28,955938
869YG73INQB5W1NQT,2024-08-31,1972005
OQ5Y6DD3YNNZYDOK7,2024-08-31,680880
KCLWQ204AZ5D2W8QN,2024-03-31,215820
Z4HM8TL716AK8U17L,2024-06-30,6367164
AIQASN1W6XH7O9AI8,2023-10-31,1365841
C89YVYS8RINE8LHLO,2023-09-30,1456857
4GM0V34SHZCQY338K,2023-02-28,1401335
PSRCQ6DW4S2N7175C,2023-10-31,3455658
X4YOXMSTBUXXCUOGK,2024-12-31,5554075
THJ9OBJH3W6ANRCMS,2024-09-30,4960706
RVDHIRC8T2IA2OUOW,2023-12-31,5652403
FQJP2PBU50DG45YX3,2024-09-30,6195490
VBCVVZPLR5KW0VKDX,2023-12-31,5660945
6N7C2M20A97S9IENG,2023-07-31,959935
L8NOLOQ0MHSBXLPC8,2023-06-30,3676079
6T645BU8TYM8VGXKO,2024-12-31,4990264
6O996AT92IZ9926S5,2024-12-31,5924854
DJXLPRMY5ZZMANLU6,2024-10-31,535019
PQHMTD7TS2Q7AM9C6,2024-12-31,4684176
LYQEIHF686T8C6FUH,2024-10-31,3659127
5VVHS1PF81H0K03QN,2024-08-31,1464024
6RNZ6V20ZBCHCCIPT,2023-11-30,4885360
NDN0JWDWD4PJPHKO9,2023-04-30,6174455
8JB7CPERPX344FYNY,2023-07-31,235352
SSP73CDZATG8LX9V1,2023-07-31,3675825
Z8WH1L99SI8KI6NIV,2023-04-30,3621692
U5I6FRV4Z2WTHAYXA,2024-05-31,6023369
BJ37EOP5EGMDLO3MP,2024-12-31,6261986
6N7C2M20A97S9IENG,2023-10-31,4127589
1LFTDYT2H0I9ZG3S8,2023-01-31,4182436
4GM0V34SHZCQY338K,2023-03-31,3703351
63FO2A0KBYVLDNRAA,2024-11-30,4967109
WI9LBMXJ0YIBEJ357,2024-01-31,4249148
7AQPGU50TED28A7G6,2024-05-31,3696806
VHX791SAUG7W7R63P,2024-12-31,6862526
4GM0V34SHZCQY338K,2023-12-31,6210483
FBMRRTAV36KC40D1Z,2024-10-31,1705572
6O996AT92IZ9926S5,2024-01-31,6823610
D7UUQ6CP4DWYGZF0Z,2024-12-31,97658
VU97XYAGZZS7LOG4E,2023-05-31,1302512
VEYQK2P1HT4EDEU8Z,2023-03-31,229438
F5AUCVPQMIXFMLKNY,2023-07-31,2178348
XEVZL0LOYONKMBWZY,2024-04-30,5593989
5CS7MKN5CCCZTYEH8,2023-05-31,910946
I9WWI0Z0BQBBIKN76,2024-04-30,5090723
FA2OC6FGIMI4S37PU,2024-05-31,2335822
T16X6RLA2J523LYRZ,2024-04-30,443783
7AQPGU50TED28A7G6,2024-11-30,8942
IHBDM8XWHP0LUZ7NR,2024-06-30,1427950
NYD2J0FAEI05SQVAY,2024-04-30,5351593
KCLWQ204AZ5D2W8QN,2024-05-31,53755
AIQASN1W6XH7O9AI8,2023-08-31,6364969
LATSV8PKLN0G0XSCQ,2023-06-30,1812344
YVS0D5GU52ULP7YLI,2023-12-31,4212103
3QWPW0GFU2JIA5UE4,2024-03-31,5883721
6T645BU8TYM8VGXKO,2023-11-30,715617
DLTTACGP89H6U008M,2023-06-30,4709053
SKH4GHZSBWP3QGNNK,2024-01-31,6380287
V4LNPTIOKCV53PIHE,2023-03-31,3713812
NDN0JWDWD4PJPHKO9,2023-10-31,27326
83Y10YDW1OI06N9ZM,2024-03-31,3776908
BJSA6PK9IP3QNY0GU,2024-07-31,737613
Z4HM8TL716AK8U17L,2023-11-30,4848737
R6XC1HPW2F2OYGFS2,2024-03-31,5604533
SSP73CDZATG8LX9V1,2023-02-28,2862099
Z8WH1L99SI8KI6NIV,2024-06-30,1974942
A4JYPUIFCGXQSH8XL,2023-06-30,5970250
H9QCKG6XB01NQCZO9,2024-11-30,2550687
KLRH1ZESF492S056H,2024-05-31,4196559
VU97XYAGZZS7LOG4E,2023-01-31,95421
IHBDM8XWHP0LUZ7NR,2024-11-30,2342681
9Y4LCJDQLDU43LOK4,2024-09-30,6562205
OJQZJBSXV2EELB04H,2024-05-31,5927531
869YG73INQB5W1NQT,2023-08-31,1624359
7PLLCJPG8BTDR1ND3,2023-02-28,2875262
09SYGN7IXDQV5X9IP,2023-09-30,2924176
I9WWI0Z0BQBBIKN76,2024-11-30,6672871
UOHQ6DHPAN7V486JH,2024-09-30,5620379
9NWFWJ38XN31WBFXG,2023-09-30,6405578
0TTW5R9RRCJ0A9E5F,2023-04-30,1722905
6T645BU8TYM8VGXKO,2024-05-31,3345642
U01UYM0KLQO7ZMKXL,2023-11-30,4686510
HDTGP1H5F336COXZX,2023-10-31,5081421
7MQU99ZO49YXI2EDE,2023-02-28,2517997
WLHSCECOGSRZSUK44,2024-05-31,5688279
MGD1S17DROU71KI80,2023-04-30,4724420
3PS05CCLIJVJ8J2KT,2024-06-30,5452051
V4LNPTIOKCV53PIHE,2023-09-30,4710170
UOHQ6DHPAN7V486JH,2023-12-31,6643075
FXIQJ8T0RNKU5YYZL,2024-12-31,2531489
5P7TLU9HROJCCH8XF,2023-05-31,406488
X4YOXMSTBUXXCUOGK,2023-01-31,4526843
PEYORPWSHOAUXOPB8,2024-02-29,2048900
RRS0030J6RHTUQ2RK,2024-01-31,4694235
LYQEIHF686T8C6FUH,2024-11-30,4773385
KIULTEGOP4LWPVDNF,2023-01-31,4791628
9IL03MCKH41ZX8EVC,2023-09-30,4875461
N28ZTD9G5EYTS9PZY,2023-01-31,3497457
J899WRG0VOOF1WON0,2023-05-31,5717446
AXH5M6W00RW6A1MRV,2023-02-28,3360350
HDTGP1H5F336COXZX,2024-07-31,2015388
5CS7MKN5CCCZTYEH8,2024-07-31,6696611
IGOQX9XYBSRDMOZXT,2024-03-31,3684700
63FO2A0KBYVLDNRAA,2024-01-31,5129353
VIOMZ3660T8XTY6RC,2023-01-31,6969979
JTZWA92S5243CPZDG,2023-10-31,4965921
BOWGL6ZFJ8V4E620T,2023-04-30,5722065
2XCK13Y6KY3FTUJ0T,2024-11-30,5094066
XYYJ1CS2J4N0KXRG2,2024-08-31,3383816
J899WRG0VOOF1WON0,2024-05-31,6284098
U01UYM0KLQO7ZMKXL,2023-01-31,1482248
G6R001Q73KLXUDPTV,2023-06-30,3803988
OEZ236PKMC6MBM3TB,2023-01-31,209791
VU97XYAGZZS7LOG4E,2023-11-30,886118
9IL03MCKH41ZX8EVC,2023-10-31,2830260
U5I6FRV4Z2WTHAYXA,2023-12-31,6572859
V2NG3GK779G8J7A0S,2023-02-28,3016793
OJQZJBSXV2EELB04H,2023-04-30,4212588
D7UUQ6CP4DWYGZF0Z,2024-11-30,6099562
MGD1S17DROU71KI80,2023-12-31,6856316
U01UYM0KLQO7ZMKXL,2023-04-30,2251885
C89YVYS8RINE8LHLO,2024-05-31,2608546
IGOQX9XYBSRDMOZXT,2024-06-30,4136993
83Y10YDW1OI06N9ZM,2024-11-30,5279190
MGD1S17DROU71KI80,2023-07-31,3074084
GFMBMLM8423RIAEDD,2024-08-31,2746971
AERG7GPQIBQXOGOHX,2024-09-30,6759972
E0P3U76BSR8JVOEAS,2023-07-31,4495933
6T645BU8TYM8VGXKO,2023-01-31,3383540
SKH4GHZSBWP3QGNNK,2024-04-30,4842289
X4YOXMSTBUXXCUOGK,2024-03-31,3448896
HDTGP1H5F336COXZX,2023-08-31,2543487
GTLAUQABS3K1IHWCJ,2023-08-31,3796389
4GM0V34SHZCQY338K,2024-05-31,3677291
4GM0V34SHZCQY338K,2023-08-31,3351012
Y6PZ8ICUVSNUUVGC6,2024-11-30,5622247
Y144TELK1D0Z0KLVV,2024-09-30,4940878
H9QCKG6XB01NQCZO9,2024-12-31,4171088
XT6P8GPRWDSJSYZKR,2023-12-31,3654280
XYYJ1CS2J4N0KXRG2,2023-09-30,4425127
V4LNPTIOKCV53PIHE,2024-12-31,5363289
KVXACS7SB5O59ARQP,2023-04-30,4434564
UXT0SVW2ICMQTZACJ,2023-07-31,76422
BJ37EOP5EGMDLO3MP,2024-10-31,6643879
A4LKAXWACFA995KE1,2024-09-30,1058945
FDS0N1SJL1R9K1IB4,2024-06-30,3029190
BJ37EOP5EGMDLO3MP,2024-11-30,3115380
SSP73CDZATG8LX9V1,2024-08-31,1243801
MUIZHHC8NUPU3856X,2024-01-31,5075215
BUDE132ZGBWCF5SIZ,2024-02-29,4847154
FQJP2PBU50DG45YX3,2024-01-31,6613135
VZPJAHRX89B2CPA40,2023-05-31,5720503
VU97XYAGZZS7LOG4E,2024-11-30,5021851
ITDKGZGY3D1CQ22P4,2024-07-31,4097656
869YG73INQB5W1NQT,2023-06-30,6206040
869YG73INQB5W1NQT,2024-07-31,5429996
MUIZHHC8NUPU3856X,2024-07-31,402361
XTUS49QJ4P8A8OCOB,2024-06-30,2397587
V2NG3GK779G8J7A0S,2024-04-30,361252
J899WRG0VOOF1WON0,2023-10-31,5057537
79KX9A87LHVX4DRM4,2023-07-31,1927218
5CS7MKN5CCCZTYEH8,2024-09-30,5136529
375WULANW2HVOVK5J,2024-12-31,3819605
J899WRG0VOOF1WON0,2024-03-31,2494474
4HER62QO48L3HOLG6,2024-04-30,831215
SUK8675QWKY38XUZB,2024-08-31,3626032
BQLAQGMLUN5Y6VU3U,2023-02-28,925685
SKH4GHZSBWP3QGNNK,2024-12-31,4578235
HDTGP1H5F336COXZX,2024-05-31,5069111
KVXACS7SB5O59ARQP,2024-11-30,229659
XTUS49QJ4P8A8OCOB,2023-11-30,4620430
YVS0D5GU52ULP7YLI,2024-05-31,5111397
1LFTDYT2H0I9ZG3S8,2023-06-30,776104
THJ9OBJH3W6ANRCMS,2023-12-31,1008777
R7Q4Z9AULIORDJQ9D,2024-06-30,396621
VNTN2FOUQHBSVRLKZ,2024-11-30,1108639
BUDE132ZGBWCF5SIZ,2023-08-31,3545298
79KX9A87LHVX4DRM4,2024-06-30,6410710
A4JYPUIFCGXQSH8XL,2024-06-30,4203575
ITDKGZGY3D1CQ22P4,2024-06-30,4385325
XEVZL0LOYONKMBWZY,2023-10-31,2031520
E0P3U76BSR8JVOEAS,2024-01-31,2889888
9DQS2WEXYFKHTNXUB,2023-10-31,6061183
7PLLCJPG8BTDR1ND3,2024-12-31,5590723
VNTN2FOUQHBSVRLKZ,2023-01-31,4342493
7ZQT4ZSYX2JJH3BHK,2024-12-31,5435491
L8NOLOQ0MHSBXLPC8,2024-11-30,4810315
DJXLPRMY5ZZMANLU6,2023-07-31,5821028
9F27PNL29KIWUI8V1,2024-05-31,5549656
HDTGP1H5F336COXZX,2023-12-31,6595349
K4BAGGWMVBZXC8Z0R,2024-12-31,1033273
OBPVWFPY1GIGMACGG,2024-04-30,1822218
A4LKAXWACFA995KE1,2023-02-28,4026644
THJ9OBJH3W6ANRCMS,2024-04-30,1068066
RRS0030J6RHTUQ2RK,2023-08-31,3324606
DLTTACGP89H6U008M,2024-07-31,6178900
PQHMTD7TS2Q7AM9C6,2023-06-30,5842568
4GM0V34SHZCQY338K,2023-04-30,6527413
KLRH1ZESF492S056H,2024-10-31,5029751
VNTN2FOUQHBSVRLKZ,2024-08-31,5474628
AIQASN1W6XH7O9AI8,2024-04-30,3127202
YVS0D5GU52ULP7YLI,2023-07-31,1626777
SKH4GHZSBWP3QGNNK,2023-09-30,1673862
OL2AN4Q8PF7T5DNJA,2024-11-30,1572942
AXH5M6W00RW6A1MRV,2023-11-30,1843043
BJSA6PK9IP3QNY0GU,2023-05-31,4321361
C89YVYS8RINE8LHLO,2024-04-30,6432746
VZPJAHRX89B2CPA40,2024-01-31,2893436
MHREEFELDOONUMCHP,2024-03-31,4687667
Z8WH1L99SI8KI6NIV,2023-12-31,6279422
PQHMTD7TS2Q7AM9C6,2023-05-31,1052505
4HER62QO48L3HOLG6,2024-03-31,6646748
7PLLCJPG8BTDR1ND3,2023-03-31,5413313
6T645BU8TYM8VGXKO,2023-10-31,5828356
869YG73INQB5W1NQT,2023-01-31,6713891
FGGU9EADWBBLHKHYI,2024-10-31,3237430
869YG73INQB5W1NQT,2024-05-31,509385
THJ9OBJH3W6ANRCMS,2023-02-28,3795835
YVS0D5GU52ULP7YLI,2023-05-31,2083918
73LDIXZVJOQFRMHNZ,2023-10-31,4600807
UOHQ6DHPAN7V486JH,2023-08-31,5700063
PEYORPWSHOAUXOPB8,2024-06-30,6732322
FBMRRTAV36KC40D1Z,2023-12-31,2918379
EX2GMK7UHXBM6P2OW,2023-12-31,3479071
OQ5Y6DD3YNNZYDOK7,2023-10-31,5664579
U01UYM0KLQO7ZMKXL,2023-08-31,4165738
BQLAQGMLUN5Y6VU3U,2024-12-31,3110801
51UQ4XPBN39O7QIOO,2024-01-31,4084230
UP8K03IYUM8HZ8NLC,2023-05-31,2774505
KLRH1ZESF492S056H,2023-10-31,4579139
DLRDFJ40BGVP9H10W,2024-08-31,3371094
2XCK13Y6KY3FTUJ0T,2023-03-31,4431393
IGOQX9XYBSRDMOZXT,2023-11-30,5733253
977FYO2GIYKZOIEB6,2024-10-31,5497422
PSRCQ6DW4S2N7175C,2024-06-30,6327893
LATSV8PKLN0G0XSCQ,2024-07-31,83908
AERG7GPQIBQXOGOHX,2024-06-30,4811544
V4LNPTIOKCV53PIHE,2024-06-30,4492647
OQ5Y6DD3YNNZYDOK7,2024-07-31,497562
U5I6FRV4Z2WTHAYXA,2024-01-31,2967015
SUK8675QWKY38XUZB,2023-07-31,6954830
7MQU99ZO49YXI2EDE,2023-04-30,3637834
PSRCQ6DW4S2N7175C,2023-03-31,3113119
4TL0TI5WAALM6P0AH,2024-08-31,476002
QNCADSU9WB6X6JEXE,2024-04-30,3787462
ITDKGZGY3D1CQ22P4,2024-08-31,746816
FGGU9EADWBBLHKHYI,2024-01-31,4870647
DWJ0GFUKS12L7Y0G9,2023-07-31,2076383
IGOQX9XYBSRDMOZXT,2023-03-31,3220660
A4JYPUIFCGXQSH8XL,2023-07-31,1280389
U5I6FRV4Z2WTHAYXA,2024-04-30,2323256
OCCKGZM8DIZCYX3CJ,2024-05-31,6295271
VNTN2FOUQHBSVRLKZ,2024-02-29,6284318
6N7C2M20A97S9IENG,2023-08-31,5050945
FQJP2PBU50DG45YX3,2023-03-31,796064
3QWPW0GFU2JIA5UE4,2024-12-31,5801460
BUDE132ZGBWCF5SIZ,2024-03-31,5016695
A4JYPUIFCGXQSH8XL,2024-05-31,3733752
DWJ0GFUKS12L7Y0G9,2024-04-30,5346077
BJSA6PK9IP3QNY0GU,2024-01-31,3754913
NYD2J0FAEI05SQVAY,2023-07-31,5524051
0TQ17VI65FDDKT227,2024-08-31,4549624
XRD31U4F7GM99U92O,2023-04-30,6234581
EX2GMK7UHXBM6P2OW,2023-08-31,2969467
09SYGN7IXDQV5X9IP,2024-01-31,1305249
7ZQT4ZSYX2JJH3BHK,2023-04-30,6927680
X4YOXMSTBUXXCUOGK,2023-12-31,189750
869YG73INQB5W1NQT,2023-11-30,4271418
DLRDFJ40BGVP9H10W,2024-04-30,6677810
I9WWI0Z0BQBBIKN76,2023-08-31,2897265
E0P3U76BSR8JVOEAS,2024-05-31,4198049
BQLAQGMLUN5Y6VU3U,2024-04-30,2140292
73LDIXZVJOQFRMHNZ,2023-01-31,6519696
GTLAUQABS3K1IHWCJ,2024-11-30,6356350
VBCVVZPLR5KW0VKDX,2024-08-31,3983875
5SKDNN35BDFYCRZ3T,2024-07-31,6902327
GFMBMLM8423RIAEDD,2024-05-31,4553426
MUIZHHC8NUPU3856X,2023-11-30,1057540
4HER62QO48L3HOLG6,2024-05-31,938581
THJ9OBJH3W6ANRCMS,2024-06-30,3649444
T3ZXYYXXBKASGDXYG,2023-06-30,6404347
EX2GMK7UHXBM6P2OW,2024-08-31,105877
0TQ17VI65FDDKT227,2023-04-30,3222430
Z4HM8TL716AK8U17L,2023-02-28,1055568
XT6P8GPRWDSJSYZKR,2023-03-31,6568139
V4LNPTIOKCV53PIHE,2023-04-30,941616
4M67RWDJ0PY180OMY,2023-03-31,1869150
15J0ZCH8C1O665RTF,2024-09-30,364114
6O996AT92IZ9926S5,2024-10-31,3349394
WI9LBMXJ0YIBEJ357,2023-04-30,249159
OQ5Y6DD3YNNZYDOK7,2023-07-31,6690671
NDN0JWDWD4PJPHKO9,2024-08-31,1869902
1LFTDYT2H0I9ZG3S8,2024-09-30,6521212
51UQ4XPBN39O7QIOO,2024-02-29,5905968
K2DBNBQ09G1QCCD7W,2024-01-31,307905
THJ9OBJH3W6ANRCMS,2023-03-31,5425755
OL2AN4Q8PF7T5DNJA,2023-04-30,6866824
H9QCKG6XB01NQCZO9,2023-06-30,3000073
A4LKAXWACFA995KE1,2023-01-31,1703703
FDS0N1SJL1R9K1IB4,2024-09-30,5409125
X4YOXMSTBUXXCUOGK,2023-08-31,6239092
MGD1S17DROU71KI80,2024-10-31,3688659
2XCK13Y6KY3FTUJ0T,2024-09-30,3797078
6T645BU8TYM8VGXKO,2023-05-31,5593456
VIOMZ3660T8XTY6RC,2023-05-31,5082797
WI9LBMXJ0YIBEJ357,2024-10-31,2205715
L8NOLOQ0MHSBXLPC8,2023-07-31,1804538
BUDE132ZGBWCF5SIZ,2024-11-30,6517197
KUD4O3VLEGN7O0D3B,2023-09-30,6007645
5P7TLU9HROJCCH8XF,2024-11-30,4871620
A4JYPUIFCGXQSH8XL,2023-02-28,1345617
T3ZXYYXXBKASGDXYG,2024-10-31,5489635
BOWGL6ZFJ8V4E620T,2023-01-31,843536
5CS7MKN5CCCZTYEH8,2024-02-29,6896601
1LFTDYT2H0I9ZG3S8,2023-03-31,5516625
VEYQK2P1HT4EDEU8Z,2023-08-31,6133251
YVS0D5GU52ULP7YLI,2024-11-30,371522
7PLLCJPG8BTDR1ND3,2023-05-31,6870515
XRD31U4F7GM99U92O,2023-08-31,4485959
VZPJAHRX89B2CPA40,2024-09-30,1305005
IAXUMLO4Y4HXEEHHC,2024-03-31,3114170
15J0ZCH8C1O665RTF,2024-03-31,3045614
VEYQK2P1HT4EDEU8Z,2023-07-31,116764
YVS0D5GU52ULP7YLI,2024-06-30,3447488
2XCK13Y6KY3FTUJ0T,2024-02-29,2663539
BQLAQGMLUN5Y6VU3U,2024-11-30,217864
I9WWI0Z0BQBBIKN76,2023-12-31,6356465
BQLAQGMLUN5Y6VU3U,2023-06-30,3134878
NDN0JWDWD4PJPHKO9,2024-02-29,4541795
Z4HM8TL716AK8U17L,2024-10-31,2609009
MHREEFELDOONUMCHP,2024-09-30,6926450
375WULANW2HVOVK5J,2024-03-31,1036367
XTUS49QJ4P8A8OCOB,2024-07-31,4238877
MHREEFELDOONUMCHP,2023-06-30,4992321
DWJ0GFUKS12L7Y0G9,2024-07-31,4777959
KUD4O3VLEGN7O0D3B,2023-06-30,2529858
SUK8675QWKY38XUZB,2023-08-31,2789174
GTLAUQABS3K1IHWCJ,2024-10-31,1715560
4HER62QO48L3HOLG6,2023-10-31,5061915
WI9LBMXJ0YIBEJ357,2024-09-30,838803
D0HW4TD0CUW9XJQPX,2024-12-31,919089
73LDIXZVJOQFRMHNZ,2023-12-31,1251621
KVXACS7SB5O59ARQP,2024-03-31,5587414
D7UUQ6CP4DWYGZF0Z,2023-12-31,733065
FGGU9EADWBBLHKHYI,2023-03-31,5302443
5VVHS1PF81H0K03QN,2024-03-31,1900391
AERG7GPQIBQXOGOHX,2024-12-31,5481762
A4LKAXWACFA995KE1,2024-07-31,2291158
BQLAQGMLUN5Y6VU3U,2024-09-30,1940768
DWJ0GFUKS12L7Y0G9,2024-05-31,1465006
Y9LTUSGD9M83VAB0I,2023-12-31,6215941
UP8K03IYUM8HZ8NLC,2024-09-30,6601744
1LFTDYT2H0I9ZG3S8,2023-12-31,1047423
MHREEFELDOONUMCHP,2024-10-31,6781887
OQ5Y6DD3YNNZYDOK7,2023-09-30,6580876
79KX9A87LHVX4DRM4,2023-06-30,5906458
FXIQJ8T0RNKU5YYZL,2023-07-31,434298
7PLLCJPG8BTDR1ND3,2023-10-31,3813787
DJXLPRMY5ZZMANLU6,2024-07-31,3865457
SSP73CDZATG8LX9V1,2024-11-30,4775372
6RNZ6V20ZBCHCCIPT,2024-08-31,1700223
J899WRG0VOOF1WON0,2023-08-31,2225533
A4JYPUIFCGXQSH8XL,2024-02-29,3341383
RRS0030J6RHTUQ2RK,2023-03-31,3031596
N28ZTD9G5EYTS9PZY,2024-12-31,6735993
VZPJAHRX89B2CPA40,2024-10-31,4955451
4GM0V34SHZCQY338K,2023-11-30,5699269
SKH4GHZSBWP3QGNNK,2023-08-31,4300185
K7OLAZQZTOKBXBQVR,2024-11-30,2150871
BUDE132ZGBWCF5SIZ,2024-06-30,1364536
OBPVWFPY1GIGMACGG,2023-09-30,481063
D0HW4TD0CUW9XJQPX,2023-01-31,1293485
9DQS2WEXYFKHTNXUB,2023-11-30,2510392
HDTGP1H5F336COXZX,2024-08-31,2568618
FBMRRTAV36KC40D1Z,2024-12-31,5615928
F5AUCVPQMIXFMLKNY,2023-08-31,6553133
09SYGN7IXDQV5X9IP,2024-12-31,2462142
SSP73CDZATG8LX9V1,2024-05-31,6246649
ORSVN3W6R6KI4L6K7,2024-06-30,4780493
KCLWQ204AZ5D2W8QN,2023-12-31,129606
DLTTACGP89H6U008M,2024-08-31,6337013
EX2GMK7UHXBM6P2OW,2024-03-31,4954197
SSP73CDZATG8LX9V1,2024-03-31,239288
UP8K03IYUM8HZ8NLC,2023-01-31,6042585
FGGU9EADWBBLHKHYI,2024-08-31,758327
375WULANW2HVOVK5J,2023-01-31,748054
DLRDFJ40BGVP9H10W,2023-07-31,3886500
OCCKGZM8DIZCYX3CJ,2023-12-31,3212875
VU97XYAGZZS7LOG4E,2024-07-31,326613
V4LNPTIOKCV53PIHE,2023-11-30,6067222
EX2GMK7UHXBM6P2OW,2023-02-28,970186
K2DBNBQ09G1QCCD7W,2024-08-31,367448
IAXUMLO4Y4HXEEHHC,2024-04-30,2560836
1LFTDYT2H0I9ZG3S8,2023-04-30,6753538
ITDKGZGY3D1CQ22P4,2023-02-28,4950350
2XCK13Y6KY3FTUJ0T,2023-07-31,5596105
WLHSCECOGSRZSUK44,2023-07-31,6557130
BQLAQGMLUN5Y6VU3U,2024-05-31,6387633
6O996AT92IZ9926S5,2024-05-31,5037446
6O996AT92IZ9926S5,2024-08-31,6913010
UXT0SVW2ICMQTZACJ,2023-01-31,5854684
BJ37EOP5EGMDLO3MP,2024-04-30,6217150
3PS05CCLIJVJ8J2KT,2024-05-31,374791
THJ9OBJH3W6ANRCMS,2023-08-31,161363
VHX791SAUG7W7R63P,2024-10-31,1258567
SKH4GHZSBWP3QGNNK,2023-05-31,604815
KXDUI2BQC1ZQ25O4C,2023-03-31,5623940
51UQ4XPBN39O7QIOO,2023-07-31,6176455
VBCVVZPLR5KW0VKDX,2023-07-31,2881866
KLRH1ZESF492S056H,2023-03-31,3829681
4M67RWDJ0PY180OMY,2024-03-31,896705
R7Q4Z9AULIORDJQ9D,2024-08-31,1793560
Y6PZ8ICUVSNUUVGC6,2024-01-31,2222658
A4LKAXWACFA995KE1,2023-10-31,103661
LATSV8PKLN0G0XSCQ,2024-04-30,5678194
4HER62QO48L3HOLG6,2023-09-30,4266756
EX2GMK7UHXBM6P2OW,2023-10-31,3098522
FQJP2PBU50DG45YX3,2023-09-30,6425959
T3ZXYYXXBKASGDXYG,2024-02-29,4554654
AERG7GPQIBQXOGOHX,2024-04-30,2551375
BOWGL6ZFJ8V4E620T,2024-03-31,165385
DLRDFJ40BGVP9H10W,2023-06-30,2130477
LATSV8PKLN0G0XSCQ,2023-09-30,573764
RRS0030J6RHTUQ2RK,2024-08-31,6976925
73LDIXZVJOQFRMHNZ,2023-02-28,1449761
MHREEFELDOONUMCHP,2023-02-28,5320036
V1SRV6QGJWWC8JVW0,2023-07-31,4673148
4M67RWDJ0PY180OMY,2023-01-31,6619756
KLRH1ZESF492S056H,2024-07-31,2841404
0TQ17VI65FDDKT227,2023-06-30,278791
FGGU9EADWBBLHKHYI,2024-07-31,6328167
6O996AT92IZ9926S5,2024-03-31,503983
BJ37EOP5EGMDLO3MP,2023-12-31,3537550
0TTW5R9RRCJ0A9E5F,2024-12-31,6194410
1LFTDYT2H0I9ZG3S8,2024-11-30,744521
0TQ17VI65FDDKT227,2023-07-31,3882862
JTZWA92S5243CPZDG,2023-12-31,5398095
D7UUQ6CP4DWYGZF0Z,2024-06-30,6689098
DJXLPRMY5ZZMANLU6,2024-12-31,6864289
4M67RWDJ0PY180OMY,2023-07-31,3505392
HDTGP1H5F336COXZX,2023-03-31,5827394
XTUS49QJ4P8A8OCOB,2023-04-30,4580041
I9WWI0Z0BQBBIKN76,2024-09-30,6642856
XT6P8GPRWDSJSYZKR,2023-08-31,6409552
Z4HM8TL716AK8U17L,2023-04-30,4054952
D7UUQ6CP4DWYGZF0Z,2024-05-31,4442846
KLRH1ZESF492S056H,2023-08-31,5261512
KLRH1ZESF492S056H,2023-12-31,2003414
T16X6RLA2J523LYRZ,2024-07-31,1555324
4HER62QO48L3HOLG6,2024-11-30,6697773
63FO2A0KBYVLDNRAA,2024-04-30,1630614
